id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1520189597833039872,1520189597833039872,2022-04-29 23:53:38 UTC,2022-04-29,23:53:38,+0000,1405508478202830857,kobaenii,aya cinta adonis,,min @Telkomsel kenapa paketnya mahal banget huhuhu,in,"[{'screen_name': 'telkomsel', 'name': 'telkomsel', 'id': '255409050'}]",[],[],1,0,0,[],[],https://twitter.com/kobaenii/status/1520189597833039872,False,,0,,,,,,,,[],,,,
1520189048744443904,1520186469637574656,2022-04-29 23:51:27 UTC,2022-04-29,23:51:27,+0000,1347291427991011328,talgibbh,rere,,@Telkomsel pake biaya gak ya? apa aja persyaratan yg perlu dibawa buat ganti jaringan kartu min?,in,[],[],[],3,0,0,[],[],https://twitter.com/talgibbh/status/1520189048744443904,False,,0,,,,,,,,"[{'screen_name': 'Telkomsel', 'name': 'Telkomsel', 'id': '255409050'}]",,,,
1520188396274036736,1520186469637574656,2022-04-29 23:48:52 UTC,2022-04-29,23:48:52,+0000,255409050,telkomsel,Telkomsel,,"@talgibbh Betul banget, Kak Rere. Upgrade jaringan bisa dilakukan di GraPARI dan untuk GraPARI Kota Kasablanka buka dengan jam operasional pukul 10.00-21.00 WIB, ya, Kak. Info lengkap GraPARI dpt dilihat di  https://t.co/5VMRsPBdYf Tks 😊-Ifa",in,[],['http://telkomsel.com/contact-us/my-grapari'],[],1,0,0,[],[],https://twitter.com/Telkomsel/status/1520188396274036736,False,,0,,,,,,,,"[{'screen_name': 'talgibbh', 'name': 'rere', 'id': '1347291427991011328'}]",,,,
1520188044128661504,1520188044128661504,2022-04-29 23:47:28 UTC,2022-04-29,23:47:28,+0000,1481519897587101696,jeulpaf,Jul🍉 | cek📌,,Need kuota telkomsel yang udah open sekarang #zonabu #zonaba #zonauang,in,[],[],[],7,0,0,"['zonabu', 'zonaba', 'zonauang']",[],https://twitter.com/jeulpaf/status/1520188044128661504,False,,0,,,,,,,,[],,,,
1520186498645368832,1520185153255264256,2022-04-29 23:41:19 UTC,2022-04-29,23:41:19,+0000,255409050,telkomsel,Telkomsel,,"@NoiceHoon Hai, Kak Hoon. Maaf, ya. Terkait keluhan belum masuk, yuk infoin no. HP, nominal isi ulang dan serial voucher isi ulang/nomor transaksi via DM biar Ifa bantu cek dan privasi terjaga. Tks 😊 -Ifa",in,[],[],[],0,0,0,[],[],https://twitter.com/Telkomsel/status/1520186498645368832,False,,0,,,,,,,,"[{'screen_name': 'NoiceHoon', 'name': 'Hoon', 'id': '84311363'}]",,,,
1520186469637574656,1520186469637574656,2022-04-29 23:41:12 UTC,2022-04-29,23:41:12,+0000,1347291427991011328,talgibbh,rere,,@Telkomsel min grapari kokas ttp buka ya kan? mau ganti jaringan kartu bisa disanakan?,in,[],[],[],1,0,0,[],[],https://twitter.com/talgibbh/status/1520186469637574656,False,,0,,,,,,,,[],,,,
1520185153255264256,1520185153255264256,2022-04-29 23:35:58 UTC,2022-04-29,23:35:58,+0000,84311363,noicehoon,Hoon,,"@Telkomsel Selamat pagi! Kakak saya membelikan saya pulsa via ShopeePay pagi ini tapi pulsa belum masuk juga. Tolong dibantu, kak.  Terima kasih!",in,[],[],[],1,0,0,[],[],https://twitter.com/NoiceHoon/status/1520185153255264256,False,,0,,,,,,,,[],,,,
1520184739537506306,1520183854354427904,2022-04-29 23:34:20 UTC,2022-04-29,23:34:20,+0000,255409050,telkomsel,Telkomsel,,"@ardhiputera Hai, Kak Ardhi. Maaf, ya. Terkait keluhan adanya biaya SMS dari simPATI, yuk infoin no. HP, tgl kejadian, dan keterangan SMS yg didapat via DM biar Ifa bantu cek dan privasi terjaga. Tks😊 -Ifa",in,[],[],[],0,0,0,[],[],https://twitter.com/Telkomsel/status/1520184739537506306,False,,0,,,,,,,,"[{'screen_name': 'ardhiputera', 'name': 'Ardh!', 'id': '943508226'}]",,,,
1520183854354427904,1520183854354427904,2022-04-29 23:30:49 UTC,2022-04-29,23:30:49,+0000,943508226,ardhiputera,Ardh!,,"@Telkomsel kok sms layanan dari simpati, biayanya dibebankan ke konsumen min?  https://t.co/YwVWYlsC44",in,[],[],['https://pbs.twimg.com/media/FRjHJ-gVkAA_J_1.jpg'],1,0,0,[],[],https://twitter.com/ardhiputera/status/1520183854354427904,False,,1,https://pbs.twimg.com/media/FRjHJ-gVkAA_J_1.jpg,,,,,,,[],,,,
1520183424878710785,1520171236953059329,2022-04-29 23:29:06 UTC,2022-04-29,23:29:06,+0000,255409050,telkomsel,Telkomsel,,"@sxvlan Hai, Kak Lan. Ganti kartu di GraPARI nggak dikenakan biaya, ya, Kak. Namun, setiap GraPARI mempunyai kebijakan cross selling yg berbeda-beda sesuai kebijakan yg ada di GraPARI tsb. Kalo Kakak punya hal lain yg diperlukan, jangan sungkan utk sapa kami lagi, ya, Kak. Tks😊 -Ifa",in,[],[],[],0,0,0,[],[],https://twitter.com/Telkomsel/status/1520183424878710785,False,,0,,,,,,,,"[{'screen_name': 'sxvlan', 'name': 'Lan', 'id': '1100943471311912960'}]",,,,
1520182078897537024,1520171236953059329,2022-04-29 23:23:45 UTC,2022-04-29,23:23:45,+0000,1100943471311912960,sxvlan,Lan,,@Telkomsel Berapa biaya bikin kartu baru di grapari,in,[],[],[],1,0,0,[],[],https://twitter.com/sxvlan/status/1520182078897537024,False,,0,,,,,,,,"[{'screen_name': 'Telkomsel', 'name': 'Telkomsel', 'id': '255409050'}]",,,,
1520189597833039872,1520189597833039872,2022-04-29 23:53:38 UTC,2022-04-29,23:53:38,+0000,1405508478202830857,kobaenii,aya cinta adonis,,min @Telkomsel kenapa paketnya mahal banget huhuhu,in,"[{'screen_name': 'telkomsel', 'name': 'telkomsel', 'id': '255409050'}]",[],[],1,0,0,[],[],https://twitter.com/kobaenii/status/1520189597833039872,False,,0,,,,,,,,[],,,,
1520189048744443904,1520186469637574656,2022-04-29 23:51:27 UTC,2022-04-29,23:51:27,+0000,1347291427991011328,talgibbh,rere,,@Telkomsel pake biaya gak ya? apa aja persyaratan yg perlu dibawa buat ganti jaringan kartu min?,in,[],[],[],3,0,0,[],[],https://twitter.com/talgibbh/status/1520189048744443904,False,,0,,,,,,,,"[{'screen_name': 'Telkomsel', 'name': 'Telkomsel', 'id': '255409050'}]",,,,
1520188396274036736,1520186469637574656,2022-04-29 23:48:52 UTC,2022-04-29,23:48:52,+0000,255409050,telkomsel,Telkomsel,,"@talgibbh Betul banget, Kak Rere. Upgrade jaringan bisa dilakukan di GraPARI dan untuk GraPARI Kota Kasablanka buka dengan jam operasional pukul 10.00-21.00 WIB, ya, Kak. Info lengkap GraPARI dpt dilihat di  https://t.co/5VMRsPBdYf Tks 😊-Ifa",in,[],['http://telkomsel.com/contact-us/my-grapari'],[],1,0,0,[],[],https://twitter.com/Telkomsel/status/1520188396274036736,False,,0,,,,,,,,"[{'screen_name': 'talgibbh', 'name': 'rere', 'id': '1347291427991011328'}]",,,,
1520188044128661504,1520188044128661504,2022-04-29 23:47:28 UTC,2022-04-29,23:47:28,+0000,1481519897587101696,jeulpaf,Jul🍉 | cek📌,,Need kuota telkomsel yang udah open sekarang #zonabu #zonaba #zonauang,in,[],[],[],7,0,0,"['zonabu', 'zonaba', 'zonauang']",[],https://twitter.com/jeulpaf/status/1520188044128661504,False,,0,,,,,,,,[],,,,
1520186498645368832,1520185153255264256,2022-04-29 23:41:19 UTC,2022-04-29,23:41:19,+0000,255409050,telkomsel,Telkomsel,,"@NoiceHoon Hai, Kak Hoon. Maaf, ya. Terkait keluhan belum masuk, yuk infoin no. HP, nominal isi ulang dan serial voucher isi ulang/nomor transaksi via DM biar Ifa bantu cek dan privasi terjaga. Tks 😊 -Ifa",in,[],[],[],0,0,0,[],[],https://twitter.com/Telkomsel/status/1520186498645368832,False,,0,,,,,,,,"[{'screen_name': 'NoiceHoon', 'name': 'Hoon', 'id': '84311363'}]",,,,
1520186469637574656,1520186469637574656,2022-04-29 23:41:12 UTC,2022-04-29,23:41:12,+0000,1347291427991011328,talgibbh,rere,,@Telkomsel min grapari kokas ttp buka ya kan? mau ganti jaringan kartu bisa disanakan?,in,[],[],[],1,0,0,[],[],https://twitter.com/talgibbh/status/1520186469637574656,False,,0,,,,,,,,[],,,,
1520185153255264256,1520185153255264256,2022-04-29 23:35:58 UTC,2022-04-29,23:35:58,+0000,84311363,noicehoon,Hoon,,"@Telkomsel Selamat pagi! Kakak saya membelikan saya pulsa via ShopeePay pagi ini tapi pulsa belum masuk juga. Tolong dibantu, kak.  Terima kasih!",in,[],[],[],1,0,0,[],[],https://twitter.com/NoiceHoon/status/1520185153255264256,False,,0,,,,,,,,[],,,,
1520184739537506306,1520183854354427904,2022-04-29 23:34:20 UTC,2022-04-29,23:34:20,+0000,255409050,telkomsel,Telkomsel,,"@ardhiputera Hai, Kak Ardhi. Maaf, ya. Terkait keluhan adanya biaya SMS dari simPATI, yuk infoin no. HP, tgl kejadian, dan keterangan SMS yg didapat via DM biar Ifa bantu cek dan privasi terjaga. Tks😊 -Ifa",in,[],[],[],0,0,0,[],[],https://twitter.com/Telkomsel/status/1520184739537506306,False,,0,,,,,,,,"[{'screen_name': 'ardhiputera', 'name': 'Ardh!', 'id': '943508226'}]",,,,
1520183854354427904,1520183854354427904,2022-04-29 23:30:49 UTC,2022-04-29,23:30:49,+0000,943508226,ardhiputera,Ardh!,,"@Telkomsel kok sms layanan dari simpati, biayanya dibebankan ke konsumen min?  https://t.co/YwVWYlsC44",in,[],[],['https://pbs.twimg.com/media/FRjHJ-gVkAA_J_1.jpg'],1,0,0,[],[],https://twitter.com/ardhiputera/status/1520183854354427904,False,,1,https://pbs.twimg.com/media/FRjHJ-gVkAA_J_1.jpg,,,,,,,[],,,,
1520183424878710785,1520171236953059329,2022-04-29 23:29:06 UTC,2022-04-29,23:29:06,+0000,255409050,telkomsel,Telkomsel,,"@sxvlan Hai, Kak Lan. Ganti kartu di GraPARI nggak dikenakan biaya, ya, Kak. Namun, setiap GraPARI mempunyai kebijakan cross selling yg berbeda-beda sesuai kebijakan yg ada di GraPARI tsb. Kalo Kakak punya hal lain yg diperlukan, jangan sungkan utk sapa kami lagi, ya, Kak. Tks😊 -Ifa",in,[],[],[],0,0,0,[],[],https://twitter.com/Telkomsel/status/1520183424878710785,False,,0,,,,,,,,"[{'screen_name': 'sxvlan', 'name': 'Lan', 'id': '1100943471311912960'}]",,,,
1520182078897537024,1520171236953059329,2022-04-29 23:23:45 UTC,2022-04-29,23:23:45,+0000,1100943471311912960,sxvlan,Lan,,@Telkomsel Berapa biaya bikin kartu baru di grapari,in,[],[],[],1,0,0,[],[],https://twitter.com/sxvlan/status/1520182078897537024,False,,0,,,,,,,,"[{'screen_name': 'Telkomsel', 'name': 'Telkomsel', 'id': '255409050'}]",,,,
